Time: 36 s, Throughput: 8.10432 Mbps, cwnd: 23047 bytes 
Time: 36.1 s, Throughput: 8.87616 Mbps, cwnd: 25727 bytes 
Time: 36.2 s, Throughput: 9.09056 Mbps, cwnd: 27871 bytes 
Time: 36.3 s, Throughput: 9.09056 Mbps, cwnd: 30015 bytes 
Time: 36.4 s, Throughput: 9.09056 Mbps, cwnd: 32159 bytes 
Time: 36.5 s, Throughput: 9.09056 Mbps, cwnd: 33767 bytes 
Time: 36.6 s, Throughput: 9.04768 Mbps, cwnd: 29760 bytes 
Time: 36.7 s, Throughput: 7.7184 Mbps, cwnd: 21439 bytes 
Time: 36.8 s, Throughput: 8.27584 Mbps, cwnd: 23583 bytes 
Time: 36.9 s, Throughput: 9.0048 Mbps, cwnd: 26263 bytes 
Time: 37 s, Throughput: 9.09056 Mbps, cwnd: 28407 bytes 
Time: 37.1 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 37.2 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 37.3 s, Throughput: 9.04768 Mbps, cwnd: 34303 bytes 
Time: 37.4 s, Throughput: 8.70464 Mbps, cwnd: 19831 bytes 
Time: 37.5 s, Throughput: 7.67552 Mbps, cwnd: 21975 bytes 
Time: 37.6 s, Throughput: 8.61888 Mbps, cwnd: 24655 bytes 
Time: 37.7 s, Throughput: 9.09056 Mbps, cwnd: 26799 bytes 
Time: 37.8 s, Throughput: 9.09056 Mbps, cwnd: 28943 bytes 
Time: 37.9 s, Throughput: 9.09056 Mbps, cwnd: 31087 bytes 
Time: 38 s, Throughput: 9.04768 Mbps, cwnd: 33231 bytes 
Time: 38.1 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 38.2 s, Throughput: 8.31872 Mbps, cwnd: 20367 bytes 
Time: 38.3 s, Throughput: 7.9328 Mbps, cwnd: 22511 bytes 
Time: 38.4 s, Throughput: 8.74752 Mbps, cwnd: 25191 bytes 
Time: 38.5 s, Throughput: 9.09056 Mbps, cwnd: 27335 bytes 
Time: 38.6 s, Throughput: 9.04768 Mbps, cwnd: 29479 bytes 
Time: 38.7 s, Throughput: 9.09056 Mbps, cwnd: 31623 bytes 
Time: 38.8 s, Throughput: 9.09056 Mbps, cwnd: 33767 bytes 
Time: 38.9 s, Throughput: 7.46112 Mbps, cwnd: 34687 bytes 
Time: 39 s, Throughput: 9.648 Mbps, cwnd: 20903 bytes 
Time: 39.1 s, Throughput: 8.06144 Mbps, cwnd: 23583 bytes 
Time: 39.2 s, Throughput: 8.91904 Mbps, cwnd: 25727 bytes 
Time: 39.3 s, Throughput: 9.04768 Mbps, cwnd: 28407 bytes 
Time: 39.4 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 39.5 s, Throughput: 9.09056 Mbps, cwnd: 32159 bytes 
Time: 39.6 s, Throughput: 9.09056 Mbps, cwnd: 34303 bytes 
Time: 39.7 s, Throughput: 9.09056 Mbps, cwnd: 18759 bytes 
Time: 39.8 s, Throughput: 7.46112 Mbps, cwnd: 21439 bytes 
Time: 39.9 s, Throughput: 8.49024 Mbps, cwnd: 24119 bytes 
Time: 40 s, Throughput: 9.0048 Mbps, cwnd: 26263 bytes 
Time: 40.1 s, Throughput: 9.09056 Mbps, cwnd: 28943 bytes 
Time: 40.2 s, Throughput: 9.09056 Mbps, cwnd: 31087 bytes 
Time: 40.3 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 40.4 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 40.5 s, Throughput: 8.66176 Mbps, cwnd: 19831 bytes 
Time: 40.6 s, Throughput: 7.7184 Mbps, cwnd: 22511 bytes 
Time: 40.7 s, Throughput: 8.576 Mbps, cwnd: 24655 bytes 
Time: 40.8 s, Throughput: 9.09056 Mbps, cwnd: 27335 bytes 
Time: 40.9 s, Throughput: 9.09056 Mbps, cwnd: 29479 bytes 
Time: 41 s, Throughput: 9.09056 Mbps, cwnd: 31623 bytes 
Time: 41.1 s, Throughput: 9.09056 Mbps, cwnd: 33231 bytes 
Time: 41.2 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 41.3 s, Throughput: 8.06144 Mbps, cwnd: 20367 bytes 
Time: 41.4 s, Throughput: 8.1472 Mbps, cwnd: 23047 bytes 
Time: 41.5 s, Throughput: 8.74752 Mbps, cwnd: 25191 bytes 
Time: 41.6 s, Throughput: 9.09056 Mbps, cwnd: 27871 bytes 
Time: 41.7 s, Throughput: 9.09056 Mbps, cwnd: 30015 bytes 
Time: 41.8 s, Throughput: 9.09056 Mbps, cwnd: 32159 bytes 
Time: 41.9 s, Throughput: 9.09056 Mbps, cwnd: 33767 bytes 
Time: 42 s, Throughput: 6.60352 Mbps, cwnd: 34610 bytes 
Time: 42.1 s, Throughput: 10.1626 Mbps, cwnd: 20903 bytes 
Time: 42.2 s, Throughput: 8.27584 Mbps, cwnd: 23583 bytes 
Time: 42.3 s, Throughput: 9.0048 Mbps, cwnd: 26263 bytes 
Time: 42.4 s, Throughput: 9.09056 Mbps, cwnd: 28407 bytes 
Time: 42.5 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 42.6 s, Throughput: 9.04768 Mbps, cwnd: 32695 bytes 
Time: 42.7 s, Throughput: 9.09056 Mbps, cwnd: 34303 bytes 
Time: 42.8 s, Throughput: 9.09056 Mbps, cwnd: 19295 bytes 
Time: 42.9 s, Throughput: 7.504 Mbps, cwnd: 21975 bytes 
Time: 43 s, Throughput: 8.40448 Mbps, cwnd: 24119 bytes 
Time: 43.1 s, Throughput: 9.09056 Mbps, cwnd: 26799 bytes 
Time: 43.2 s, Throughput: 9.09056 Mbps, cwnd: 28943 bytes 
Time: 43.3 s, Throughput: 9.04768 Mbps, cwnd: 31087 bytes 
Time: 43.4 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 43.5 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 43.6 s, Throughput: 8.31872 Mbps, cwnd: 19831 bytes 
Time: 43.7 s, Throughput: 8.06144 Mbps, cwnd: 22511 bytes 
Time: 43.8 s, Throughput: 8.61888 Mbps, cwnd: 25191 bytes 
Time: 43.9 s, Throughput: 9.04768 Mbps, cwnd: 27335 bytes 
Time: 44 s, Throughput: 9.09056 Mbps, cwnd: 29479 bytes 
Time: 44.1 s, Throughput: 9.09056 Mbps, cwnd: 31623 bytes 
Time: 44.2 s, Throughput: 9.09056 Mbps, cwnd: 33231 bytes 
Time: 44.3 s, Throughput: 8.27584 Mbps, cwnd: 35375 bytes 
Time: 44.4 s, Throughput: 8.7904 Mbps, cwnd: 20903 bytes 
Time: 44.5 s, Throughput: 8.10432 Mbps, cwnd: 23047 bytes 
Time: 44.6 s, Throughput: 8.87616 Mbps, cwnd: 25727 bytes 
Time: 44.7 s, Throughput: 9.09056 Mbps, cwnd: 27871 bytes 
Time: 44.8 s, Throughput: 9.09056 Mbps, cwnd: 30015 bytes 
Time: 44.9 s, Throughput: 9.09056 Mbps, cwnd: 32159 bytes 
Time: 45 s, Throughput: 9.09056 Mbps, cwnd: 33767 bytes 
Time: 45.1 s, Throughput: 9.09056 Mbps, cwnd: 29760 bytes 
Time: 45.2 s, Throughput: 7.7184 Mbps, cwnd: 21439 bytes 
Time: 45.3 s, Throughput: 8.23296 Mbps, cwnd: 23583 bytes 
Time: 45.4 s, Throughput: 9.0048 Mbps, cwnd: 26263 bytes 
Time: 45.5 s, Throughput: 9.09056 Mbps, cwnd: 28407 bytes 
Time: 45.6 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 45.7 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 45.8 s, Throughput: 9.09056 Mbps, cwnd: 34303 bytes 
Time: 45.9 s, Throughput: 8.66176 Mbps, cwnd: 19831 bytes 
Time: 46 s, Throughput: 7.7184 Mbps, cwnd: 21975 bytes 
Time: 46.1 s, Throughput: 8.61888 Mbps, cwnd: 24655 bytes 
Time: 46.2 s, Throughput: 9.04768 Mbps, cwnd: 26799 bytes 
Time: 46.3 s, Throughput: 9.09056 Mbps, cwnd: 28943 bytes 
Time: 46.4 s, Throughput: 9.09056 Mbps, cwnd: 31087 bytes 
Time: 46.5 s, Throughput: 9.09056 Mbps, cwnd: 33231 bytes 
Time: 46.6 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 46.7 s, Throughput: 8.27584 Mbps, cwnd: 20367 bytes 
Time: 46.8 s, Throughput: 7.9328 Mbps, cwnd: 22511 bytes 
Time: 46.9 s, Throughput: 8.74752 Mbps, cwnd: 25191 bytes 
Time: 47 s, Throughput: 9.09056 Mbps, cwnd: 27335 bytes 
Time: 47.1 s, Throughput: 9.09056 Mbps, cwnd: 29479 bytes 
Time: 47.2 s, Throughput: 9.09056 Mbps, cwnd: 31623 bytes 
Time: 47.3 s, Throughput: 9.04768 Mbps, cwnd: 33767 bytes 
Time: 47.4 s, Throughput: 7.46112 Mbps, cwnd: 34687 bytes 
Time: 47.5 s, Throughput: 9.648 Mbps, cwnd: 20903 bytes 
Time: 47.6 s, Throughput: 8.06144 Mbps, cwnd: 23583 bytes 
Time: 47.7 s, Throughput: 8.91904 Mbps, cwnd: 25727 bytes 
Time: 47.8 s, Throughput: 9.09056 Mbps, cwnd: 28407 bytes 
Time: 47.9 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 48 s, Throughput: 9.04768 Mbps, cwnd: 32159 bytes 
Time: 48.1 s, Throughput: 9.09056 Mbps, cwnd: 34303 bytes 
Time: 48.2 s, Throughput: 9.09056 Mbps, cwnd: 18759 bytes 
Time: 48.3 s, Throughput: 7.504 Mbps, cwnd: 21439 bytes 
Time: 48.4 s, Throughput: 8.44736 Mbps, cwnd: 24119 bytes 
Time: 48.5 s, Throughput: 9.04768 Mbps, cwnd: 26263 bytes 
Time: 48.6 s, Throughput: 9.04768 Mbps, cwnd: 28943 bytes 
Time: 48.7 s, Throughput: 9.09056 Mbps, cwnd: 31087 bytes 
Time: 48.8 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 48.9 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 49 s, Throughput: 8.66176 Mbps, cwnd: 19831 bytes 
Time: 49.1 s, Throughput: 7.7184 Mbps, cwnd: 22511 bytes 
Time: 49.2 s, Throughput: 8.61888 Mbps, cwnd: 24655 bytes 
Time: 49.3 s, Throughput: 9.04768 Mbps, cwnd: 27335 bytes 
Time: 49.4 s, Throughput: 9.09056 Mbps, cwnd: 29479 bytes 
Time: 49.5 s, Throughput: 9.09056 Mbps, cwnd: 31623 bytes 
Time: 49.6 s, Throughput: 9.09056 Mbps, cwnd: 33231 bytes 
Time: 49.7 s, Throughput: 9.09056 Mbps, cwnd: 35375 bytes 
Time: 49.8 s, Throughput: 8.06144 Mbps, cwnd: 20367 bytes 
Time: 49.9 s, Throughput: 8.1472 Mbps, cwnd: 23047 bytes 
Time: 50 s, Throughput: 8.74752 Mbps, cwnd: 25191 bytes 
Time: 50.1 s, Throughput: 9.09056 Mbps, cwnd: 27871 bytes 
Time: 50.2 s, Throughput: 9.09056 Mbps, cwnd: 30015 bytes 
Time: 50.3 s, Throughput: 9.09056 Mbps, cwnd: 32159 bytes 
Time: 50.4 s, Throughput: 9.09056 Mbps, cwnd: 33767 bytes 
Time: 50.5 s, Throughput: 6.60352 Mbps, cwnd: 34610 bytes 
Time: 50.6 s, Throughput: 10.2054 Mbps, cwnd: 20903 bytes 
Time: 50.7 s, Throughput: 8.23296 Mbps, cwnd: 23583 bytes 
Time: 50.8 s, Throughput: 9.0048 Mbps, cwnd: 26263 bytes 
Time: 50.9 s, Throughput: 9.09056 Mbps, cwnd: 28407 bytes 
Time: 51 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 51.1 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 51.2 s, Throughput: 9.09056 Mbps, cwnd: 34303 bytes 
Time: 51.3 s, Throughput: 9.04768 Mbps, cwnd: 19295 bytes 
Time: 51.4 s, Throughput: 7.504 Mbps, cwnd: 21975 bytes 
Time: 51.5 s, Throughput: 8.44736 Mbps, cwnd: 24119 bytes 
Time: 51.6 s, Throughput: 9.04768 Mbps, cwnd: 26799 bytes 
Time: 51.7 s, Throughput: 9.09056 Mbps, cwnd: 28943 bytes 
Time: 51.8 s, Throughput: 9.09056 Mbps, cwnd: 31087 bytes 
Time: 51.9 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 52 s, Throughput: 9.04768 Mbps, cwnd: 34839 bytes 
Time: 52.1 s, Throughput: 8.31872 Mbps, cwnd: 19831 bytes 
Time: 52.2 s, Throughput: 8.06144 Mbps, cwnd: 22511 bytes 
Time: 52.3 s, Throughput: 8.61888 Mbps, cwnd: 25191 bytes 
Time: 52.4 s, Throughput: 9.09056 Mbps, cwnd: 27335 bytes 
Time: 52.5 s, Throughput: 9.09056 Mbps, cwnd: 29479 bytes 
Time: 52.6 s, Throughput: 9.09056 Mbps, cwnd: 31623 bytes 
Time: 52.7 s, Throughput: 9.04768 Mbps, cwnd: 33231 bytes 
Time: 52.8 s, Throughput: 8.27584 Mbps, cwnd: 35375 bytes 
Time: 52.9 s, Throughput: 8.83328 Mbps, cwnd: 20903 bytes 
Time: 53 s, Throughput: 8.06144 Mbps, cwnd: 23047 bytes 
Time: 53.1 s, Throughput: 8.91904 Mbps, cwnd: 25727 bytes 
Time: 53.2 s, Throughput: 9.09056 Mbps, cwnd: 27871 bytes 
Time: 53.3 s, Throughput: 9.04768 Mbps, cwnd: 30015 bytes 
Time: 53.4 s, Throughput: 9.09056 Mbps, cwnd: 32159 bytes 
Time: 53.5 s, Throughput: 9.09056 Mbps, cwnd: 33767 bytes 
Time: 53.6 s, Throughput: 9.09056 Mbps, cwnd: 29505 bytes 
Time: 53.7 s, Throughput: 7.7184 Mbps, cwnd: 21439 bytes 
Time: 53.8 s, Throughput: 8.27584 Mbps, cwnd: 23583 bytes 
Time: 53.9 s, Throughput: 9.0048 Mbps, cwnd: 26263 bytes 
Time: 54 s, Throughput: 9.04768 Mbps, cwnd: 28407 bytes 
Time: 54.1 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 54.2 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 54.3 s, Throughput: 9.09056 Mbps, cwnd: 34303 bytes 
Time: 54.4 s, Throughput: 8.66176 Mbps, cwnd: 19831 bytes 
Time: 54.5 s, Throughput: 7.7184 Mbps, cwnd: 21975 bytes 
Time: 54.6 s, Throughput: 8.61888 Mbps, cwnd: 24655 bytes 
Time: 54.7 s, Throughput: 9.04768 Mbps, cwnd: 26799 bytes 
Time: 54.8 s, Throughput: 9.09056 Mbps, cwnd: 28943 bytes 
Time: 54.9 s, Throughput: 9.09056 Mbps, cwnd: 31087 bytes 
Time: 55 s, Throughput: 9.09056 Mbps, cwnd: 33231 bytes 
Time: 55.1 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 55.2 s, Throughput: 8.31872 Mbps, cwnd: 20367 bytes 
Time: 55.3 s, Throughput: 7.88992 Mbps, cwnd: 22511 bytes 
Time: 55.4 s, Throughput: 8.74752 Mbps, cwnd: 25191 bytes 
Time: 55.5 s, Throughput: 9.09056 Mbps, cwnd: 27335 bytes 
Time: 55.6 s, Throughput: 9.09056 Mbps, cwnd: 29479 bytes 
Time: 55.7 s, Throughput: 9.09056 Mbps, cwnd: 31623 bytes 
Time: 55.8 s, Throughput: 9.09056 Mbps, cwnd: 33767 bytes 
Time: 55.9 s, Throughput: 7.41824 Mbps, cwnd: 34687 bytes 
Time: 56 s, Throughput: 9.648 Mbps, cwnd: 20903 bytes 
Time: 56.1 s, Throughput: 8.10432 Mbps, cwnd: 23583 bytes 
Time: 56.2 s, Throughput: 8.87616 Mbps, cwnd: 25727 bytes 
Time: 56.3 s, Throughput: 9.09056 Mbps, cwnd: 28407 bytes 
Time: 56.4 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 56.5 s, Throughput: 9.09056 Mbps, cwnd: 32159 bytes 
Time: 56.6 s, Throughput: 9.09056 Mbps, cwnd: 34303 bytes 
Time: 56.7 s, Throughput: 9.04768 Mbps, cwnd: 18759 bytes 
Time: 56.8 s, Throughput: 7.504 Mbps, cwnd: 21439 bytes 
Time: 56.9 s, Throughput: 8.44736 Mbps, cwnd: 24119 bytes 
Time: 57 s, Throughput: 9.04768 Mbps, cwnd: 26263 bytes 
Time: 57.1 s, Throughput: 9.09056 Mbps, cwnd: 28943 bytes 
Time: 57.2 s, Throughput: 9.09056 Mbps, cwnd: 31087 bytes 
Time: 57.3 s, Throughput: 9.04768 Mbps, cwnd: 32695 bytes 
Time: 57.4 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 57.5 s, Throughput: 8.70464 Mbps, cwnd: 19831 bytes 
Time: 57.6 s, Throughput: 7.67552 Mbps, cwnd: 22511 bytes 
Time: 57.7 s, Throughput: 8.61888 Mbps, cwnd: 24655 bytes 
Time: 57.8 s, Throughput: 9.09056 Mbps, cwnd: 27335 bytes 
Time: 57.9 s, Throughput: 9.09056 Mbps, cwnd: 29479 bytes 
Time: 58 s, Throughput: 9.04768 Mbps, cwnd: 31623 bytes 
Time: 58.1 s, Throughput: 9.09056 Mbps, cwnd: 33231 bytes 
Time: 58.2 s, Throughput: 9.09056 Mbps, cwnd: 35375 bytes 
Time: 58.3 s, Throughput: 8.06144 Mbps, cwnd: 20367 bytes 
Time: 58.4 s, Throughput: 8.19008 Mbps, cwnd: 23047 bytes 
Time: 58.5 s, Throughput: 8.74752 Mbps, cwnd: 25191 bytes 
Time: 58.6 s, Throughput: 9.09056 Mbps, cwnd: 27871 bytes 
Time: 58.7 s, Throughput: 9.04768 Mbps, cwnd: 30015 bytes 
Time: 58.8 s, Throughput: 9.09056 Mbps, cwnd: 32159 bytes 
Time: 58.9 s, Throughput: 9.09056 Mbps, cwnd: 33767 bytes 
Time: 59 s, Throughput: 6.60352 Mbps, cwnd: 34354 bytes 
Time: 59.1 s, Throughput: 10.2054 Mbps, cwnd: 20903 bytes 
Time: 59.2 s, Throughput: 8.27584 Mbps, cwnd: 23583 bytes 
Time: 59.3 s, Throughput: 8.96192 Mbps, cwnd: 26263 bytes 
Time: 59.4 s, Throughput: 9.09056 Mbps, cwnd: 28407 bytes 
Time: 59.5 s, Throughput: 9.09056 Mbps, cwnd: 30551 bytes 
Time: 59.6 s, Throughput: 9.09056 Mbps, cwnd: 32695 bytes 
Time: 59.7 s, Throughput: 9.09056 Mbps, cwnd: 34303 bytes 
Time: 59.8 s, Throughput: 9.09056 Mbps, cwnd: 19295 bytes 
Time: 59.9 s, Throughput: 7.46112 Mbps, cwnd: 21975 bytes 
Time: 60 s, Throughput: 8.44736 Mbps, cwnd: 24119 bytes 
Time: 60.1 s, Throughput: 9.04768 Mbps, cwnd: 26799 bytes 
Time: 60.2 s, Throughput: 9.09056 Mbps, cwnd: 28943 bytes 
Time: 60.3 s, Throughput: 9.09056 Mbps, cwnd: 31087 bytes 
Time: 60.4 s, Throughput: 9.09056 Mbps, cwnd: 33231 bytes 
Time: 60.5 s, Throughput: 9.09056 Mbps, cwnd: 34839 bytes 
Time: 60.6 s, Throughput: 8.31872 Mbps, cwnd: 19831 bytes 
Time: 60.7 s, Throughput: 8.06144 Mbps, cwnd: 22511 bytes 
Time: 60.8 s, Throughput: 8.576 Mbps, cwnd: 25191 bytes 
Time: 60.9 s, Throughput: 9.09056 Mbps, cwnd: 27335 bytes 
