6.20119s	CWnd: 49094 KB
6.20213s	CWnd: 49099 KB
6.20308s	CWnd: 49104 KB
6.20402s	CWnd: 49109 KB
6.20496s	CWnd: 49114 KB
6.20591s	CWnd: 49119 KB
6.20685s	CWnd: 49124 KB
6.2078s	CWnd: 49129 KB
6.20874s	CWnd: 49134 KB
6.20968s	CWnd: 49139 KB
6.21063s	CWnd: 49144 KB
6.21157s	CWnd: 49149 KB
6.21252s	CWnd: 49154 KB
6.21346s	CWnd: 49159 KB
6.2144s	CWnd: 49164 KB
6.21535s	CWnd: 49169 KB
6.21629s	CWnd: 49174 KB
6.21724s	CWnd: 49179 KB
6.21818s	CWnd: 49184 KB
6.21912s	CWnd: 49189 KB
6.22007s	CWnd: 49194 KB
6.22101s	CWnd: 49199 KB
6.22196s	CWnd: 49204 KB
6.2229s	CWnd: 49209 KB
6.22384s	CWnd: 49214 KB
6.22479s	CWnd: 49219 KB
6.22573s	CWnd: 49224 KB
6.22668s	CWnd: 49229 KB
6.22762s	CWnd: 49234 KB
6.22856s	CWnd: 49239 KB
6.22951s	CWnd: 49244 KB
6.23045s	CWnd: 49249 KB
6.2314s	CWnd: 49254 KB
6.23234s	CWnd: 49259 KB
6.23328s	CWnd: 49264 KB
6.23423s	CWnd: 49269 KB
6.23517s	CWnd: 49274 KB
6.23612s	CWnd: 49279 KB
6.23706s	CWnd: 49284 KB
6.238s	CWnd: 49289 KB
6.23895s	CWnd: 49294 KB
6.23989s	CWnd: 49299 KB
6.24084s	CWnd: 49304 KB
6.24178s	CWnd: 49309 KB
6.24272s	CWnd: 49314 KB
6.24367s	CWnd: 49319 KB
6.24461s	CWnd: 49324 KB
6.24556s	CWnd: 49329 KB
6.2465s	CWnd: 49334 KB
6.24744s	CWnd: 49339 KB
6.24839s	CWnd: 49344 KB
6.24933s	CWnd: 49349 KB
6.25028s	CWnd: 49354 KB
6.25122s	CWnd: 49359 KB
6.25216s	CWnd: 49364 KB
6.25311s	CWnd: 49369 KB
6.25405s	CWnd: 49374 KB
6.255s	CWnd: 49379 KB
6.25594s	CWnd: 49384 KB
6.25688s	CWnd: 49389 KB
6.25783s	CWnd: 49394 KB
6.25877s	CWnd: 49399 KB
6.25972s	CWnd: 49404 KB
6.26066s	CWnd: 49409 KB
6.2616s	CWnd: 49414 KB
6.26255s	CWnd: 49419 KB
6.26349s	CWnd: 49424 KB
6.26444s	CWnd: 49429 KB
6.26538s	CWnd: 49434 KB
6.26632s	CWnd: 49439 KB
6.26727s	CWnd: 49444 KB
6.26821s	CWnd: 49449 KB
6.26916s	CWnd: 49454 KB
6.2701s	CWnd: 49459 KB
6.27104s	CWnd: 49464 KB
6.27199s	CWnd: 49469 KB
6.27293s	CWnd: 49474 KB
6.27388s	CWnd: 49479 KB
6.27482s	CWnd: 49484 KB
6.27576s	CWnd: 49489 KB
6.27671s	CWnd: 49494 KB
6.27765s	CWnd: 49499 KB
6.2786s	CWnd: 49504 KB
6.27954s	CWnd: 49509 KB
6.28048s	CWnd: 49514 KB
6.28143s	CWnd: 49519 KB
6.28237s	CWnd: 49524 KB
6.28332s	CWnd: 49529 KB
6.28426s	CWnd: 49534 KB
6.2852s	CWnd: 49539 KB
6.28615s	CWnd: 49544 KB
6.28709s	CWnd: 49549 KB
6.28804s	CWnd: 49554 KB
6.28898s	CWnd: 49559 KB
6.28992s	CWnd: 49564 KB
6.29087s	CWnd: 49569 KB
6.29181s	CWnd: 49574 KB
6.29276s	CWnd: 49579 KB
6.2937s	CWnd: 49584 KB
6.29464s	CWnd: 49589 KB
6.29559s	CWnd: 49594 KB
6.29653s	CWnd: 49599 KB
6.29748s	CWnd: 49604 KB
6.29842s	CWnd: 49609 KB
6.29936s	CWnd: 49614 KB
6.30031s	CWnd: 49619 KB
6.30125s	CWnd: 49624 KB
6.3022s	CWnd: 49629 KB
6.30314s	CWnd: 49634 KB
6.30408s	CWnd: 49639 KB
6.30503s	CWnd: 49644 KB
6.30597s	CWnd: 49649 KB
6.30692s	CWnd: 49654 KB
6.30786s	CWnd: 49659 KB
6.3088s	CWnd: 49664 KB
6.30975s	CWnd: 49669 KB
6.31069s	CWnd: 49674 KB
6.31164s	CWnd: 49679 KB
6.31258s	CWnd: 49684 KB
6.31352s	CWnd: 49689 KB
6.31447s	CWnd: 49694 KB
6.31541s	CWnd: 49699 KB
6.31636s	CWnd: 49704 KB
6.3173s	CWnd: 49709 KB
6.31824s	CWnd: 49714 KB
6.31919s	CWnd: 49719 KB
6.32013s	CWnd: 49724 KB
6.32108s	CWnd: 49729 KB
6.32202s	CWnd: 49734 KB
6.32296s	CWnd: 49739 KB
6.32391s	CWnd: 49744 KB
6.32485s	CWnd: 49749 KB
6.3258s	CWnd: 49754 KB
6.32674s	CWnd: 49759 KB
6.32768s	CWnd: 49764 KB
6.32863s	CWnd: 49769 KB
6.32957s	CWnd: 49774 KB
6.33052s	CWnd: 49779 KB
6.33146s	CWnd: 49784 KB
6.3324s	CWnd: 49789 KB
6.33335s	CWnd: 49794 KB
6.33429s	CWnd: 49799 KB
6.33524s	CWnd: 49804 KB
6.33618s	CWnd: 49809 KB
6.33712s	CWnd: 49814 KB
6.33807s	CWnd: 49819 KB
6.33901s	CWnd: 49824 KB
6.33996s	CWnd: 49829 KB
6.3409s	CWnd: 49834 KB
6.34184s	CWnd: 49839 KB
6.34279s	CWnd: 49844 KB
6.34373s	CWnd: 49849 KB
6.34468s	CWnd: 49854 KB
6.34562s	CWnd: 49859 KB
6.34656s	CWnd: 49864 KB
6.34751s	CWnd: 49869 KB
6.34845s	CWnd: 49874 KB
6.3494s	CWnd: 49879 KB
6.35034s	CWnd: 49884 KB
6.35128s	CWnd: 49889 KB
6.35223s	CWnd: 49894 KB
6.35317s	CWnd: 49899 KB
6.35412s	CWnd: 49904 KB
6.35506s	CWnd: 49909 KB
6.356s	CWnd: 49914 KB
6.35695s	CWnd: 49919 KB
6.35789s	CWnd: 49924 KB
6.35884s	CWnd: 49929 KB
6.35978s	CWnd: 49934 KB
6.36072s	CWnd: 49939 KB
6.36167s	CWnd: 49944 KB
6.36261s	CWnd: 49949 KB
6.36356s	CWnd: 49954 KB
6.3645s	CWnd: 49959 KB
6.36544s	CWnd: 49964 KB
6.36639s	CWnd: 49969 KB
6.36733s	CWnd: 49974 KB
6.36828s	CWnd: 49979 KB
6.36922s	CWnd: 49984 KB
6.37016s	CWnd: 49989 KB
6.37111s	CWnd: 49994 KB
6.37205s	CWnd: 49999 KB
6.373s	CWnd: 50004 KB
6.37394s	CWnd: 50009 KB
6.37488s	CWnd: 50014 KB
6.37583s	CWnd: 50019 KB
6.37677s	CWnd: 50024 KB
6.37772s	CWnd: 50029 KB
6.37866s	CWnd: 50034 KB
6.3796s	CWnd: 50039 KB
6.38055s	CWnd: 50044 KB
6.38149s	CWnd: 50049 KB
6.38244s	CWnd: 50054 KB
6.38338s	CWnd: 50059 KB
6.38432s	CWnd: 50064 KB
6.38527s	CWnd: 50069 KB
6.38621s	CWnd: 50074 KB
6.38716s	CWnd: 50079 KB
6.3881s	CWnd: 50084 KB
6.38904s	CWnd: 50089 KB
6.38999s	CWnd: 50094 KB
6.39093s	CWnd: 50099 KB
6.39188s	CWnd: 50104 KB
6.39282s	CWnd: 50109 KB
6.39376s	CWnd: 50114 KB
6.39471s	CWnd: 50119 KB
6.39565s	CWnd: 50124 KB
6.3966s	CWnd: 50129 KB
6.39754s	CWnd: 50134 KB
6.39848s	CWnd: 50139 KB
6.39943s	CWnd: 50144 KB
6.40037s	CWnd: 50149 KB
6.40132s	CWnd: 50154 KB
6.40226s	CWnd: 50159 KB
6.4032s	CWnd: 50164 KB
6.40415s	CWnd: 50169 KB
6.40509s	CWnd: 50174 KB
6.40604s	CWnd: 50179 KB
6.40698s	CWnd: 50184 KB
6.40792s	CWnd: 50189 KB
6.40887s	CWnd: 50194 KB
6.40981s	CWnd: 50199 KB
6.41076s	CWnd: 50204 KB
6.4117s	CWnd: 50209 KB
6.41264s	CWnd: 50214 KB
6.41359s	CWnd: 50219 KB
6.41453s	CWnd: 50224 KB
6.41548s	CWnd: 50229 KB
6.41642s	CWnd: 50234 KB
6.41736s	CWnd: 50239 KB
6.41831s	CWnd: 50244 KB
6.41925s	CWnd: 50249 KB
6.4202s	CWnd: 50254 KB
6.42114s	CWnd: 50259 KB
6.42208s	CWnd: 50264 KB
6.42303s	CWnd: 50269 KB
6.42397s	CWnd: 50274 KB
6.42492s	CWnd: 50279 KB
6.42586s	CWnd: 50284 KB
6.4268s	CWnd: 50289 KB
6.42775s	CWnd: 50294 KB
6.42869s	CWnd: 50299 KB
6.42964s	CWnd: 50304 KB
6.43058s	CWnd: 50309 KB
6.43152s	CWnd: 50314 KB
6.43247s	CWnd: 50319 KB
6.43341s	CWnd: 50324 KB
6.43436s	CWnd: 50329 KB
6.4353s	CWnd: 50334 KB
6.43624s	CWnd: 50339 KB
6.43719s	CWnd: 50344 KB
6.43813s	CWnd: 50349 KB
6.43908s	CWnd: 50354 KB
6.44002s	CWnd: 50359 KB
6.44096s	CWnd: 50364 KB
6.44191s	CWnd: 50369 KB
6.44285s	CWnd: 50374 KB
6.4438s	CWnd: 50379 KB
6.44474s	CWnd: 50384 KB
6.44568s	CWnd: 50389 KB
6.44663s	CWnd: 50394 KB
6.44757s	CWnd: 50399 KB
6.44852s	CWnd: 50404 KB
6.44946s	CWnd: 50409 KB
6.4504s	CWnd: 50414 KB
6.45135s	CWnd: 50419 KB
6.45229s	CWnd: 50424 KB
6.45324s	CWnd: 50429 KB
6.45418s	CWnd: 50434 KB
6.45512s	CWnd: 50439 KB
6.45607s	CWnd: 50444 KB
6.45701s	CWnd: 50449 KB
6.45796s	CWnd: 50454 KB
6.4589s	CWnd: 50459 KB
6.45984s	CWnd: 50464 KB
6.46079s	CWnd: 50469 KB
6.46173s	CWnd: 50474 KB
6.46268s	CWnd: 50479 KB
6.46362s	CWnd: 50484 KB
6.46456s	CWnd: 50489 KB
6.46551s	CWnd: 50494 KB
6.46645s	CWnd: 50499 KB
6.4674s	CWnd: 50504 KB
6.46834s	CWnd: 50509 KB
6.46928s	CWnd: 50514 KB
6.47023s	CWnd: 50519 KB
6.47117s	CWnd: 50524 KB
6.47212s	CWnd: 50529 KB
6.47306s	CWnd: 50534 KB
6.474s	CWnd: 50539 KB
6.47495s	CWnd: 50544 KB
6.47589s	CWnd: 50549 KB
6.47684s	CWnd: 50554 KB
6.47778s	CWnd: 50559 KB
6.47872s	CWnd: 50564 KB
6.47967s	CWnd: 50569 KB
6.48061s	CWnd: 50574 KB
6.48156s	CWnd: 50579 KB
6.4825s	CWnd: 50584 KB
6.48344s	CWnd: 50589 KB
6.48439s	CWnd: 50594 KB
6.48533s	CWnd: 50599 KB
6.48628s	CWnd: 50604 KB
6.48722s	CWnd: 50609 KB
6.48816s	CWnd: 50614 KB
6.48911s	CWnd: 50619 KB
6.49005s	CWnd: 50624 KB
6.491s	CWnd: 50629 KB
6.49194s	CWnd: 50634 KB
6.49288s	CWnd: 50639 KB
6.49383s	CWnd: 50644 KB
6.49477s	CWnd: 50649 KB
6.49572s	CWnd: 50654 KB
6.49666s	CWnd: 50659 KB
6.4976s	CWnd: 50664 KB
6.49855s	CWnd: 50669 KB
6.49949s	CWnd: 50674 KB
6.50044s	CWnd: 50679 KB
6.50138s	CWnd: 50684 KB
6.50232s	CWnd: 50689 KB
6.50327s	CWnd: 50694 KB
6.50421s	CWnd: 50699 KB
6.50516s	CWnd: 50704 KB
6.5061s	CWnd: 50709 KB
6.50704s	CWnd: 50714 KB
6.50799s	CWnd: 50719 KB
6.50893s	CWnd: 50724 KB
6.50988s	CWnd: 50729 KB
6.51082s	CWnd: 50734 KB
6.51176s	CWnd: 50739 KB
6.51271s	CWnd: 50744 KB
6.51365s	CWnd: 50749 KB
6.5146s	CWnd: 50754 KB
6.51554s	CWnd: 50759 KB
6.51648s	CWnd: 50764 KB
6.51743s	CWnd: 50769 KB
6.51837s	CWnd: 50774 KB
6.51932s	CWnd: 50779 KB
6.52026s	CWnd: 50784 KB
6.5212s	CWnd: 50789 KB
6.52215s	CWnd: 50794 KB
6.52309s	CWnd: 50799 KB
6.52404s	CWnd: 50804 KB
6.52498s	CWnd: 50809 KB
6.52592s	CWnd: 50814 KB
6.52687s	CWnd: 50819 KB
6.52781s	CWnd: 50824 KB
6.52876s	CWnd: 50829 KB
6.5297s	CWnd: 50834 KB
6.53064s	CWnd: 50839 KB
6.53159s	CWnd: 50844 KB
6.53253s	CWnd: 50849 KB
6.53348s	CWnd: 50854 KB
6.53442s	CWnd: 50859 KB
6.53536s	CWnd: 50864 KB
6.53631s	CWnd: 50869 KB
6.53725s	CWnd: 50874 KB
6.5382s	CWnd: 50879 KB
6.53914s	CWnd: 50884 KB
6.54008s	CWnd: 50889 KB
6.54103s	CWnd: 50894 KB
6.54197s	CWnd: 50899 KB
6.54292s	CWnd: 50904 KB
6.54386s	CWnd: 50909 KB
6.5448s	CWnd: 50914 KB
6.54575s	CWnd: 50919 KB
6.54669s	CWnd: 50924 KB
6.54764s	CWnd: 50929 KB
6.54858s	CWnd: 50934 KB
6.54952s	CWnd: 50939 KB
6.55047s	CWnd: 50944 KB
6.55141s	CWnd: 50949 KB
6.55236s	CWnd: 50954 KB
6.5533s	CWnd: 50959 KB
6.55424s	CWnd: 50964 KB
6.55519s	CWnd: 50969 KB
6.55613s	CWnd: 50974 KB
6.55708s	CWnd: 50979 KB
6.55802s	CWnd: 50984 KB
6.55896s	CWnd: 50989 KB
6.55991s	CWnd: 50994 KB
6.56085s	CWnd: 50999 KB
6.5618s	CWnd: 51004 KB
6.56274s	CWnd: 51009 KB
6.56368s	CWnd: 51014 KB
6.56463s	CWnd: 51019 KB
6.56557s	CWnd: 51024 KB
6.56652s	CWnd: 51029 KB
6.56746s	CWnd: 51034 KB
6.5684s	CWnd: 51039 KB
6.56935s	CWnd: 51044 KB
6.57029s	CWnd: 51049 KB
6.57124s	CWnd: 51054 KB
6.57218s	CWnd: 51059 KB
6.57312s	CWnd: 51064 KB
6.57407s	CWnd: 51069 KB
6.57501s	CWnd: 51074 KB
6.57596s	CWnd: 51079 KB
6.5769s	CWnd: 51084 KB
6.57784s	CWnd: 51089 KB
6.57879s	CWnd: 51094 KB
6.57973s	CWnd: 51099 KB
6.58068s	CWnd: 51104 KB
6.58162s	CWnd: 51109 KB
6.58256s	CWnd: 51114 KB
6.58351s	CWnd: 51119 KB
6.58445s	CWnd: 51124 KB
6.5854s	CWnd: 51129 KB
6.58634s	CWnd: 51134 KB
6.58728s	CWnd: 51139 KB
6.58823s	CWnd: 51144 KB
6.58917s	CWnd: 51149 KB
6.59012s	CWnd: 51154 KB
6.59106s	CWnd: 51159 KB
6.592s	CWnd: 51164 KB
6.59295s	CWnd: 51169 KB
6.59389s	CWnd: 51174 KB
6.59484s	CWnd: 51179 KB
6.59578s	CWnd: 51184 KB
6.59672s	CWnd: 51189 KB
6.59767s	CWnd: 51194 KB
6.59861s	CWnd: 51199 KB
6.59956s	CWnd: 51204 KB
6.6005s	CWnd: 51209 KB
6.60144s	CWnd: 51214 KB
6.60239s	CWnd: 51219 KB
6.60333s	CWnd: 51224 KB
6.60428s	CWnd: 51229 KB
6.60522s	CWnd: 51234 KB
6.60616s	CWnd: 51239 KB
6.60711s	CWnd: 51244 KB
6.60805s	CWnd: 51249 KB
6.609s	CWnd: 51254 KB
6.60994s	CWnd: 51259 KB
6.61088s	CWnd: 51264 KB
6.61183s	CWnd: 51269 KB
6.61277s	CWnd: 51274 KB
6.61372s	CWnd: 51279 KB
6.61466s	CWnd: 51284 KB
6.6156s	CWnd: 51289 KB
6.61655s	CWnd: 51294 KB
6.61749s	CWnd: 51299 KB
6.61844s	CWnd: 51304 KB
6.61938s	CWnd: 51309 KB
6.62032s	CWnd: 51314 KB
6.62127s	CWnd: 51319 KB
6.62221s	CWnd: 51324 KB
6.62316s	CWnd: 51329 KB
6.6241s	CWnd: 51334 KB
6.62504s	CWnd: 51339 KB
6.62599s	CWnd: 51344 KB
6.62693s	CWnd: 51349 KB
6.62788s	CWnd: 51354 KB
6.62882s	CWnd: 51359 KB
6.62976s	CWnd: 51364 KB
6.63071s	CWnd: 51369 KB
6.63165s	CWnd: 51374 KB
6.6326s	CWnd: 51379 KB
6.63354s	CWnd: 51384 KB
6.63448s	CWnd: 51389 KB
6.63543s	CWnd: 51394 KB
6.63637s	CWnd: 51399 KB
6.63732s	CWnd: 51404 KB
6.63826s	CWnd: 51409 KB
6.6392s	CWnd: 51414 KB
6.64015s	CWnd: 51419 KB
6.64109s	CWnd: 51424 KB
6.64204s	CWnd: 51429 KB
6.64298s	CWnd: 51434 KB
6.64392s	CWnd: 51439 KB
6.64487s	CWnd: 51444 KB
6.64581s	CWnd: 51449 KB
6.64676s	CWnd: 51454 KB
6.6477s	CWnd: 51459 KB
6.64864s	CWnd: 51464 KB
6.64959s	CWnd: 51469 KB
6.65053s	CWnd: 51474 KB
6.65148s	CWnd: 51479 KB
6.65242s	CWnd: 51484 KB
6.65336s	CWnd: 51489 KB
6.65431s	CWnd: 51494 KB
6.65525s	CWnd: 51499 KB
6.6562s	CWnd: 51504 KB
6.65714s	CWnd: 51509 KB
6.65808s	CWnd: 51514 KB
6.65903s	CWnd: 51519 KB
6.65997s	CWnd: 51524 KB
6.66092s	CWnd: 51529 KB
6.66186s	CWnd: 51534 KB
6.6628s	CWnd: 51539 KB
6.66375s	CWnd: 51544 KB
6.66469s	CWnd: 51549 KB
6.66564s	CWnd: 51554 KB
6.66658s	CWnd: 51559 KB
6.66752s	CWnd: 51564 KB
6.66847s	CWnd: 51569 KB
6.66941s	CWnd: 51574 KB
6.67036s	CWnd: 51579 KB
6.6713s	CWnd: 51584 KB
6.67224s	CWnd: 51589 KB
6.67319s	CWnd: 51594 KB
6.67413s	CWnd: 51599 KB
6.67508s	CWnd: 51604 KB
6.67602s	CWnd: 51609 KB
6.67696s	CWnd: 51614 KB
6.67791s	CWnd: 51619 KB
6.67885s	CWnd: 51624 KB
6.6798s	CWnd: 51629 KB
6.68074s	CWnd: 51634 KB
6.68168s	CWnd: 51639 KB
6.68263s	CWnd: 51644 KB
6.68357s	CWnd: 51649 KB
6.68452s	CWnd: 51654 KB
6.68546s	CWnd: 51659 KB
6.6864s	CWnd: 51664 KB
6.68735s	CWnd: 51669 KB
6.68829s	CWnd: 51674 KB
6.68924s	CWnd: 51679 KB
6.69018s	CWnd: 51684 KB
6.69112s	CWnd: 51689 KB
6.69207s	CWnd: 51694 KB
6.69301s	CWnd: 51699 KB
6.69396s	CWnd: 51704 KB
6.6949s	CWnd: 51709 KB
6.69584s	CWnd: 51714 KB
6.69679s	CWnd: 51719 KB
6.69773s	CWnd: 51724 KB
6.69868s	CWnd: 51729 KB
6.69962s	CWnd: 51734 KB
6.70056s	CWnd: 51739 KB
6.70151s	CWnd: 51744 KB
6.70245s	CWnd: 51749 KB
6.7034s	CWnd: 51754 KB
6.70434s	CWnd: 51759 KB
6.70528s	CWnd: 51764 KB
6.70623s	CWnd: 51769 KB
6.70717s	CWnd: 51774 KB
6.70812s	CWnd: 51779 KB
6.70906s	CWnd: 51784 KB
6.71s	CWnd: 51789 KB
6.71095s	CWnd: 51794 KB
6.71189s	CWnd: 51799 KB
6.71284s	CWnd: 51804 KB
6.71378s	CWnd: 51809 KB
6.71472s	CWnd: 51814 KB
6.71567s	CWnd: 51819 KB
6.71661s	CWnd: 51824 KB
6.71756s	CWnd: 51829 KB
6.7185s	CWnd: 51834 KB
6.71944s	CWnd: 51839 KB
6.72039s	CWnd: 51844 KB
6.72133s	CWnd: 51849 KB
6.72228s	CWnd: 51854 KB
6.72322s	CWnd: 51859 KB
6.72416s	CWnd: 51864 KB
6.72511s	CWnd: 51869 KB
6.72605s	CWnd: 51874 KB
6.727s	CWnd: 51879 KB
6.72794s	CWnd: 51884 KB
6.72888s	CWnd: 51889 KB
6.72983s	CWnd: 51894 KB
6.73077s	CWnd: 51899 KB
6.73172s	CWnd: 51904 KB
6.73266s	CWnd: 51909 KB
6.7336s	CWnd: 51914 KB
6.73455s	CWnd: 51919 KB
6.73549s	CWnd: 51924 KB
6.73644s	CWnd: 51929 KB
6.73738s	CWnd: 51934 KB
6.73832s	CWnd: 51939 KB
6.73927s	CWnd: 51944 KB
6.74021s	CWnd: 51949 KB
6.74116s	CWnd: 51954 KB
6.7421s	CWnd: 51959 KB
6.74304s	CWnd: 51964 KB
6.74399s	CWnd: 51969 KB
6.74493s	CWnd: 51974 KB
6.74588s	CWnd: 51979 KB
6.74682s	CWnd: 51984 KB
6.74776s	CWnd: 51989 KB
6.74871s	CWnd: 51994 KB
6.74965s	CWnd: 51999 KB
6.7506s	CWnd: 52004 KB
6.75154s	CWnd: 52009 KB
6.75248s	CWnd: 52014 KB
6.75343s	CWnd: 52019 KB
6.75437s	CWnd: 52024 KB
6.75532s	CWnd: 52029 KB
6.75626s	CWnd: 52034 KB
6.7572s	CWnd: 52039 KB
6.75815s	CWnd: 52044 KB
6.75909s	CWnd: 52049 KB
6.76004s	CWnd: 52054 KB
6.76098s	CWnd: 52059 KB
6.76192s	CWnd: 52064 KB
6.76287s	CWnd: 52069 KB
6.76381s	CWnd: 52074 KB
6.76476s	CWnd: 52079 KB
6.7657s	CWnd: 52084 KB
6.76664s	CWnd: 52089 KB
6.76759s	CWnd: 52094 KB
6.76853s	CWnd: 52099 KB
6.76948s	CWnd: 52104 KB
6.77042s	CWnd: 52109 KB
6.77136s	CWnd: 52114 KB
6.77231s	CWnd: 52119 KB
6.77325s	CWnd: 52124 KB
6.7742s	CWnd: 52129 KB
6.77514s	CWnd: 52134 KB
6.77608s	CWnd: 52139 KB
6.77703s	CWnd: 52144 KB
6.77797s	CWnd: 52149 KB
6.77892s	CWnd: 52154 KB
6.77986s	CWnd: 52159 KB
6.7808s	CWnd: 52164 KB
6.78175s	CWnd: 52169 KB
6.78269s	CWnd: 52174 KB
6.78364s	CWnd: 52179 KB
6.78458s	CWnd: 52184 KB
6.78552s	CWnd: 52189 KB
6.78647s	CWnd: 52194 KB
6.78741s	CWnd: 52199 KB
6.78836s	CWnd: 52204 KB
6.7893s	CWnd: 52209 KB
6.79024s	CWnd: 52214 KB
6.79119s	CWnd: 52219 KB
6.79213s	CWnd: 52224 KB
6.79308s	CWnd: 52229 KB
6.79402s	CWnd: 52234 KB
6.79496s	CWnd: 52239 KB
6.79591s	CWnd: 52244 KB
6.79685s	CWnd: 52249 KB
6.7978s	CWnd: 52254 KB
6.79874s	CWnd: 52259 KB
6.79968s	CWnd: 52264 KB
6.80063s	CWnd: 52269 KB
6.80157s	CWnd: 52274 KB
6.80252s	CWnd: 52279 KB
6.80346s	CWnd: 52284 KB
6.8044s	CWnd: 52289 KB
6.80535s	CWnd: 52294 KB
6.80629s	CWnd: 52299 KB
6.80724s	CWnd: 52304 KB
6.80818s	CWnd: 52309 KB
6.80912s	CWnd: 52314 KB
6.81007s	CWnd: 52319 KB
6.81101s	CWnd: 52324 KB
6.81196s	CWnd: 52329 KB
6.8129s	CWnd: 52334 KB
6.81384s	CWnd: 52339 KB
6.81479s	CWnd: 52344 KB
6.81573s	CWnd: 52349 KB
6.81668s	CWnd: 52354 KB
6.81762s	CWnd: 52359 KB
6.81856s	CWnd: 52364 KB
6.81951s	CWnd: 52369 KB
6.82045s	CWnd: 52374 KB
6.8214s	CWnd: 52379 KB
6.82234s	CWnd: 52384 KB
6.82328s	CWnd: 52389 KB
6.82423s	CWnd: 52394 KB
6.82517s	CWnd: 52399 KB
6.82612s	CWnd: 52404 KB
6.82706s	CWnd: 52409 KB
6.828s	CWnd: 52414 KB
6.82895s	CWnd: 52419 KB
6.82989s	CWnd: 52424 KB
6.83084s	CWnd: 52429 KB
6.83178s	CWnd: 52434 KB
6.83272s	CWnd: 52439 KB
6.83367s	CWnd: 52444 KB
6.83461s	CWnd: 52449 KB
6.83556s	CWnd: 52454 KB
6.8365s	CWnd: 52459 KB
6.83744s	CWnd: 52464 KB
6.83839s	CWnd: 52469 KB
6.83933s	CWnd: 52474 KB
6.84028s	CWnd: 52479 KB
6.84122s	CWnd: 52484 KB
6.84216s	CWnd: 52489 KB
6.84311s	CWnd: 52494 KB
6.84405s	CWnd: 52499 KB
6.845s	CWnd: 52504 KB
6.84594s	CWnd: 52509 KB
6.84688s	CWnd: 52514 KB
6.84783s	CWnd: 52519 KB
6.84877s	CWnd: 52524 KB
6.84972s	CWnd: 52529 KB
6.85066s	CWnd: 52534 KB
6.8516s	CWnd: 52539 KB
6.85255s	CWnd: 52544 KB
6.85349s	CWnd: 52549 KB
6.85444s	CWnd: 52554 KB
6.85538s	CWnd: 52559 KB
6.85632s	CWnd: 52564 KB
6.85727s	CWnd: 52569 KB
6.85821s	CWnd: 52574 KB
6.85916s	CWnd: 52579 KB
6.8601s	CWnd: 52584 KB
6.86104s	CWnd: 52589 KB
6.86199s	CWnd: 52594 KB
6.86293s	CWnd: 52599 KB
6.86388s	CWnd: 52604 KB
6.86482s	CWnd: 52609 KB
6.86576s	CWnd: 52614 KB
6.86671s	CWnd: 52619 KB
6.86765s	CWnd: 52624 KB
6.8686s	CWnd: 52629 KB
6.86954s	CWnd: 52634 KB
6.87048s	CWnd: 52639 KB
6.87143s	CWnd: 52644 KB
6.87237s	CWnd: 52649 KB
6.87332s	CWnd: 52654 KB
6.87426s	CWnd: 52659 KB
6.8752s	CWnd: 52664 KB
6.87615s	CWnd: 52669 KB
6.87709s	CWnd: 52674 KB
6.87804s	CWnd: 52679 KB
6.87898s	CWnd: 52684 KB
6.87992s	CWnd: 52689 KB
6.88087s	CWnd: 52694 KB
6.88181s	CWnd: 52699 KB
6.88276s	CWnd: 52704 KB
6.8837s	CWnd: 52709 KB
6.88464s	CWnd: 52714 KB
6.88559s	CWnd: 52719 KB
6.88653s	CWnd: 52724 KB
6.88748s	CWnd: 52729 KB
6.88842s	CWnd: 52734 KB
6.88936s	CWnd: 52739 KB
6.89031s	CWnd: 52744 KB
6.89125s	CWnd: 52749 KB
6.8922s	CWnd: 52754 KB
6.89314s	CWnd: 52759 KB
6.89408s	CWnd: 52764 KB
6.89503s	CWnd: 52769 KB
6.89597s	CWnd: 52774 KB
6.89692s	CWnd: 52779 KB
6.89786s	CWnd: 52784 KB
6.8988s	CWnd: 52789 KB
6.89975s	CWnd: 52794 KB
6.90069s	CWnd: 52799 KB
6.90164s	CWnd: 52804 KB
6.90258s	CWnd: 52809 KB
6.90352s	CWnd: 52814 KB
6.90447s	CWnd: 52819 KB
6.90541s	CWnd: 52824 KB
6.90636s	CWnd: 52829 KB
6.9073s	CWnd: 52834 KB
6.90824s	CWnd: 52839 KB
6.90919s	CWnd: 52844 KB
6.91013s	CWnd: 52849 KB
6.91108s	CWnd: 52854 KB
6.91202s	CWnd: 52859 KB
6.91296s	CWnd: 52864 KB
6.91391s	CWnd: 52869 KB
6.91485s	CWnd: 52874 KB
6.9158s	CWnd: 52879 KB
6.91674s	CWnd: 52884 KB
6.91768s	CWnd: 52889 KB
6.91863s	CWnd: 52894 KB
6.91957s	CWnd: 52899 KB
6.92052s	CWnd: 52904 KB
6.92146s	CWnd: 52909 KB
6.9224s	CWnd: 52914 KB
6.92335s	CWnd: 52919 KB
6.92429s	CWnd: 52924 KB
6.92524s	CWnd: 52929 KB
6.92618s	CWnd: 52934 KB
6.92712s	CWnd: 52939 KB
6.92807s	CWnd: 52944 KB
6.92901s	CWnd: 52949 KB
6.92996s	CWnd: 52954 KB
6.9309s	CWnd: 52959 KB
6.93184s	CWnd: 52964 KB
6.93279s	CWnd: 52969 KB
6.93373s	CWnd: 52974 KB
6.93468s	CWnd: 52979 KB
